unix,elapsed_s,node,role,status,percent,online,total,retrying,cpu_pct,rss_mb
1783440782,4233,1,master,Syncing,5,6,6,0,7.1,184
1783440782,4233,2,master,Syncing,0,6,6,0,1.1,55
1783440782,4233,3,viewer,Syncing,31,6,6,0,8.4,133
1783440782,4233,4,viewer,Syncing,0,6,6,0,0.6,50
1783440782,4233,5,viewer,Syncing,2,6,6,0,9.5,202
1783440812,4263,0,master,Healthy,100,6,6,0,7.3,87
1783440812,4263,1,master,Syncing,5,6,6,0,6.2,184
1783440812,4263,2,master,Syncing,0,6,6,0,2.1,56
1783440812,4263,3,viewer,Syncing,31,6,6,0,6.2,133
1783440812,4263,4,viewer,Syncing,0,6,6,0,0.7,50
1783440812,4263,5,viewer,Syncing,2,6,6,0,9.3,202
1783440843,4293,0,master,Healthy,100,6,6,0,6.0,87
1783440843,4293,1,master,Syncing,5,6,6,0,5.2,184
1783440843,4293,2,master,Syncing,0,6,6,0,1.1,56
1783440843,4293,3,viewer,Syncing,31,6,6,0,6.5,133
1783440843,4293,4,viewer,Syncing,0,6,6,0,1.0,50
1783440843,4293,5,viewer,Syncing,2,6,6,0,8.4,202
1783440873,4323,0,master,Healthy,100,6,6,0,4.6,87
1783440873,4323,1,master,Syncing,5,6,6,0,4.7,184
1783440873,4323,2,master,Syncing,0,6,6,0,1.6,56
1783440873,4323,3,viewer,Syncing,31,6,6,0,6.0,133
1783440873,4323,4,viewer,Syncing,0,6,6,0,0.8,50
1783440873,4323,5,viewer,Syncing,2,6,6,0,6.6,208
1783440903,4353,0,master,Healthy,100,6,6,0,2.7,87
1783440903,4353,1,master,Syncing,5,6,6,0,7.2,185
1783440903,4353,2,master,Syncing,0,6,6,0,1.7,56
1783440903,4353,3,viewer,Syncing,31,6,6,0,4.1,133
1783440903,4353,4,viewer,Syncing,0,6,6,0,0.9,50
1783440903,4353,5,viewer,Syncing,2,6,6,0,9.5,209
1783440933,4383,0,master,Healthy,100,6,6,0,6.8,87
1783440933,4383,1,master,Syncing,5,6,6,0,6.8,185
1783440933,4383,2,master,Syncing,0,6,6,0,2.0,56
1783440933,4383,3,viewer,Syncing,31,6,6,0,6.8,133
1783440933,4383,4,viewer,Syncing,0,6,6,0,0.7,50
1783440933,4383,5,viewer,Syncing,2,6,6,0,8.4,209
1783440963,4414,0,master,Healthy,100,6,6,0,5.5,88
1783440963,4414,1,master,Syncing,5,6,6,0,5.5,185
1783440963,4414,2,master,Syncing,0,6,6,0,1.7,56
1783440963,4414,3,viewer,Syncing,31,6,6,0,5.7,133
1783440963,4414,4,viewer,Syncing,0,6,6,0,1.1,50
1783440963,4414,5,viewer,Syncing,2,6,6,0,7.8,209
1783440993,4444,0,master,Healthy,100,6,6,0,9.0,88
1783440993,4444,1,master,Syncing,5,6,6,0,5.0,189
1783440993,4444,2,master,Syncing,0,6,6,0,2.5,56
1783440998,4444,3,viewer,Syncing,59,6,6,0,10.5,134
1783440998,4444,4,viewer,Syncing,0,6,6,0,0.9,50
1783440998,4444,5,viewer,Syncing,2,6,6,0,6.8,209
1783441028,4478,0,master,Healthy,100,6,6,0,7.5,88
1783441028,4478,1,master,Syncing,5,6,6,0,6.5,190
1783441028,4478,2,master,Syncing,0,6,6,0,2.1,56
1783441028,4478,3,viewer,Syncing,59,6,6,0,6.5,135
1783441028,4478,4,viewer,Syncing,0,6,6,0,1.3,50
1783441028,4478,5,viewer,Syncing,2,6,6,0,9.0,209
1783441058,4508,0,master,Healthy,100,6,6,0,1.4,88
1783441058,4508,1,master,Syncing,5,6,6,0,5.8,190
1783441058,4508,2,master,Syncing,0,6,6,0,1.8,56
1783441058,4508,3,viewer,Syncing,59,6,6,0,1.3,135
1783441058,4508,4,viewer,Syncing,0,6,6,0,0.6,50
1783441058,4508,5,viewer,Syncing,2,6,6,0,9.1,209
1783441088,4539,0,master,Healthy,100,6,6,0,1.9,88
1783441088,4539,1,master,Syncing,5,6,6,0,7.7,190
1783441088,4539,2,master,Syncing,0,6,6,0,1.5,56
1783441088,4539,3,viewer,Syncing,59,6,6,0,4.0,135
1783441088,4539,4,viewer,Syncing,0,6,6,0,0.7,50
1783441088,4539,5,viewer,Syncing,2,6,6,0,10.4,209
1783441118,4569,0,master,Healthy,100,6,6,0,5.2,88
1783441118,4569,1,master,Syncing,5,6,6,0,7.6,190
1783441118,4569,2,master,Syncing,0,6,6,0,1.4,56
1783441118,4569,3,viewer,Syncing,59,6,6,0,6.6,135
1783441118,4569,4,viewer,Syncing,0,6,6,0,0.7,50
1783441118,4569,5,viewer,Syncing,2,6,6,0,8.4,209
1783441148,4599,0,master,Healthy,100,6,6,0,5.5,88
1783441148,4599,1,master,Syncing,5,6,6,0,6.9,191
1783441148,4599,2,master,Syncing,0,6,6,0,1.4,56
1783441148,4599,3,viewer,Syncing,59,6,6,0,6.4,135
1783441148,4599,4,viewer,Syncing,0,6,6,0,0.7,50
1783441148,4599,5,viewer,Syncing,2,6,6,0,9.0,209
1783441178,4629,0,master,Healthy,100,6,6,0,8.6,88
1783441178,4629,1,master,Syncing,5,6,6,0,7.3,191
1783441178,4629,2,master,Syncing,0,6,6,0,2.9,56
1783441178,4629,3,viewer,Syncing,59,6,6,0,9.1,135
1783441178,4629,4,viewer,Syncing,0,6,6,0,0.8,50
1783441178,4629,5,viewer,Syncing,2,6,6,0,10.6,215
1783441209,4659,0,master,Healthy,100,6,6,0,10.6,88
1783441209,4659,1,master,Syncing,5,6,6,0,7.2,191
1783441209,4659,2,master,Syncing,0,6,6,0,1.7,56
1783441209,4659,3,viewer,Syncing,59,6,6,0,8.8,135
1783441209,4659,4,viewer,Syncing,0,6,6,0,0.9,50
1783441209,4659,5,viewer,Syncing,2,6,6,0,8.9,216
1783441239,4689,0,master,Healthy,100,6,6,0,11.2,88
1783441239,4689,1,master,Syncing,5,6,6,0,5.2,191
1783441239,4689,2,master,Syncing,0,6,6,0,1.7,56
1783441239,4689,3,viewer,Syncing,59,6,6,0,8.9,135
1783441239,4689,4,viewer,Syncing,0,6,6,0,0.8,50
1783441239,4689,5,viewer,Syncing,2,6,6,0,9.8,216
1783441269,4719,0,master,Healthy,100,6,6,0,7.7,88
1783441269,4719,1,master,Syncing,5,6,6,0,6.3,191
1783441269,4719,2,master,Syncing,0,6,6,0,1.5,56
1783441269,4719,3,viewer,Syncing,59,6,6,0,14.7,135
1783441269,4719,4,viewer,Syncing,0,6,6,0,0.9,50
1783441269,4719,5,viewer,Syncing,2,6,6,0,8.6,216
1783441299,4750,0,master,Healthy,100,6,6,0,7.1,88
1783441299,4750,1,master,Syncing,5,6,6,0,4.6,195
1783441299,4750,2,master,Syncing,0,6,6,0,1.8,56
1783441299,4750,3,viewer,Syncing,59,6,6,0,6.5,135
1783441299,4750,4,viewer,Syncing,0,6,6,0,1.1,50
1783441299,4750,5,viewer,Syncing,2,6,6,0,7.4,217
1783441329,4780,0,master,Indexing,0,6,6,0,6.1,89
1783441329,4780,1,master,Syncing,5,6,6,0,5.0,197
1783441329,4780,2,master,Syncing,0,6,6,0,1.6,57
1783441329,4780,3,viewer,Syncing,59,6,6,0,8.2,135
1783441329,4780,4,viewer,Syncing,0,6,6,0,0.9,50
1783441329,4780,5,viewer,Syncing,2,6,6,0,5.9,217
1783441361,4810,0,master,Syncing,99,6,6,0,19.6,89
1783441361,4810,1,master,Syncing,5,6,6,0,3.7,197
1783441361,4810,2,master,Syncing,0,6,6,0,1.6,57
1783441361,4810,3,viewer,Syncing,59,6,6,0,7.7,135
1783441361,4810,4,viewer,Syncing,0,6,6,0,0.8,50
1783441361,4810,5,viewer,Syncing,2,6,6,0,5.2,217
1783441391,4842,0,master,Syncing,99,6,6,0,9.8,89
1783441391,4842,1,master,Syncing,5,6,6,0,5.4,198
1783441391,4842,2,master,Syncing,0,6,6,0,1.9,57
1783441391,4842,3,viewer,Syncing,59,6,6,0,8.7,135
1783441391,4842,4,viewer,Syncing,0,6,6,0,0.8,50
1783441391,4842,5,viewer,Syncing,2,6,6,0,7.4,217
1783441421,4872,0,master,OutOfSync,100,6,6,0,9.9,89
1783441421,4872,1,master,OutOfSync,5,6,6,0,7.8,198
1783441421,4872,2,master,Syncing,0,6,6,0,2.2,57
1783441421,4872,3,viewer,Syncing,59,6,6,0,9.5,135
1783441421,4872,4,viewer,Syncing,0,6,6,0,1.2,50
1783441421,4872,5,viewer,OutOfSync,2,6,6,0,10.7,217
1783441452,4902,0,master,OutOfSync,100,6,6,0,9.5,89
1783441452,4902,1,master,OutOfSync,5,6,6,0,5.6,198
1783441452,4902,2,master,Syncing,0,6,6,0,2.4,57
1783441452,4902,3,viewer,Syncing,59,6,6,0,9.2,135
1783441452,4902,4,viewer,Syncing,0,6,6,0,1.7,50
1783441452,4902,5,viewer,OutOfSync,2,6,6,0,7.9,217
1783441482,4932,0,master,OutOfSync,100,6,6,0,6.8,89
1783441482,4932,1,master,OutOfSync,5,6,6,0,4.2,198
1783441482,4932,2,master,Syncing,0,6,6,0,2.8,57
1783441482,4932,3,viewer,Syncing,59,6,6,0,6.5,135
1783441482,4932,4,viewer,Syncing,0,6,6,0,1.2,50
1783441482,4932,5,viewer,OutOfSync,2,6,6,0,7.4,224
1783441515,4962,0,master,OutOfSync,100,6,6,0,16.7,89
1783441515,4962,1,master,OutOfSync,5,6,6,0,4.7,198
1783441515,4962,2,master,Syncing,0,6,6,0,2.0,57
1783441560,4962,3,viewer,Syncing,62,6,6,0,15.2,135
1783441560,4962,4,viewer,Syncing,0,6,6,0,0.9,50
1783441560,4962,5,viewer,OutOfSync,2,6,6,0,6.5,225
1783441601,5041,0,master,OutOfSync,100,5,6,0,17.9,89
1783441605,5041,1,master,OutOfSync,5,6,6,0,4.3,198
1783441610,5041,2,master,Syncing,0,6,6,0,1.6,57
1783441611,5041,3,viewer,OutOfSync,62,6,6,0,15.3,136
1783441611,5041,4,viewer,Syncing,0,6,6,0,0.9,50
1783441611,5041,5,viewer,OutOfSync,2,6,6,0,6.1,225
1783441641,5091,0,master,OutOfSync,100,6,6,0,12.9,89
1783441641,5091,1,master,OutOfSync,5,6,6,0,5.1,204
1783441641,5091,2,master,Syncing,0,6,6,0,2.0,57
1783441641,5091,3,viewer,OutOfSync,62,6,6,0,12.1,137
1783441641,5091,4,viewer,Syncing,0,6,6,0,1.0,50
1783441641,5091,5,viewer,OutOfSync,2,6,6,0,6.5,225
1783441671,5122,0,master,OutOfSync,100,6,6,0,10.2,89
1783441671,5122,1,master,Syncing,5,6,6,0,7.9,205
1783441671,5122,2,master,Syncing,0,6,6,0,2.6,57
1783441671,5122,3,viewer,Syncing,67,6,6,0,21.5,137
1783441671,5122,4,viewer,Syncing,0,6,6,0,2.0,51
1783441671,5122,5,viewer,Syncing,2,6,6,0,8.7,225
1783441701,5152,0,master,OutOfSync,100,6,6,0,7.6,89
1783441701,5152,1,master,Syncing,5,6,6,0,4.2,205
1783441701,5152,2,master,Syncing,0,6,6,0,1.7,57
1783441701,5152,3,viewer,Syncing,67,6,6,0,5.7,138
1783441701,5152,4,viewer,Syncing,0,6,6,0,1.6,51
1783441701,5152,5,viewer,Syncing,2,6,6,0,6.1,226
1783441731,5182,0,master,OutOfSync,100,6,6,0,8.2,89
1783441731,5182,1,master,Syncing,5,6,6,0,4.1,205
1783441733,5182,2,master,Syncing,0,6,6,0,1.9,57
1783441733,5182,3,viewer,Syncing,67,6,6,0,6.9,138
1783441733,5182,4,viewer,Syncing,0,6,6,0,1.0,51
1783441733,5182,5,viewer,Syncing,2,6,6,0,5.6,226
1783441763,5213,0,master,OutOfSync,100,6,6,0,17.4,89
1783441763,5213,1,master,Syncing,5,6,6,0,4.1,205
1783441763,5213,2,master,Syncing,0,6,6,0,1.6,57
1783441763,5213,3,viewer,Syncing,68,6,6,0,97.6,138
1783441763,5213,4,viewer,Syncing,0,6,6,0,1.0,51
1783441763,5213,5,viewer,Syncing,2,6,6,0,6.7,226
1783441793,5244,0,master,OutOfSync,100,6,6,0,8.3,89
1783441793,5244,1,master,Syncing,5,6,6,0,3.9,205
1783441793,5244,2,master,Syncing,0,6,6,0,1.1,57
1783441793,5244,3,viewer,Syncing,68,6,6,0,118.8,138
1783441793,5244,4,viewer,Syncing,0,6,6,0,1.2,51
1783441793,5244,5,viewer,Syncing,2,6,6,0,6.9,232
1783441823,5274,0,master,OutOfSync,100,6,6,0,9.9,89
1783441823,5274,1,master,Syncing,5,6,6,0,3.5,205
1783441823,5274,2,master,Syncing,0,6,6,0,1.0,57
1783441823,5274,3,viewer,Syncing,69,6,6,0,125.6,138
1783441823,5274,4,viewer,Syncing,0,6,6,0,0.5,51
1783441823,5274,5,viewer,Syncing,2,6,6,0,7.4,232
1783441853,5304,0,master,OutOfSync,100,6,6,0,9.2,89
1783441853,5304,1,master,Syncing,5,6,6,0,6.0,205
1783441853,5304,2,master,Syncing,0,6,6,0,1.4,57
1783441853,5304,3,viewer,Syncing,69,6,6,0,124.1,138
1783441853,5304,4,viewer,Syncing,0,6,6,0,0.9,51
1783441853,5304,5,viewer,Syncing,2,6,6,0,7.6,232
1783441883,5334,0,master,OutOfSync,100,6,6,0,8.6,89
1783441883,5334,1,master,Syncing,5,6,6,0,4.8,205
1783441883,5334,2,master,Syncing,0,6,6,0,1.3,57
1783441883,5334,3,viewer,Syncing,70,6,6,0,116.3,138
1783441883,5334,4,viewer,Syncing,0,6,6,0,0.4,51
1783441883,5334,5,viewer,Syncing,2,6,6,0,6.2,232
1783441914,5364,0,master,OutOfSync,100,6,6,0,10.2,89
1783441914,5364,1,master,Syncing,5,6,6,0,5.1,205
1783441914,5364,2,master,Syncing,0,6,6,0,1.0,57
1783441914,5364,3,viewer,Syncing,70,6,6,0,121.9,138
1783441914,5364,4,viewer,Syncing,0,6,6,0,0.6,51
1783441914,5364,5,viewer,Syncing,2,6,6,0,6.8,232
1783441944,5394,0,master,OutOfSync,100,6,6,0,8.2,89
1783441944,5394,1,master,Syncing,5,6,6,0,3.8,211
1783441944,5394,2,master,Syncing,0,6,6,0,1.5,58
1783441944,5394,3,viewer,Syncing,71,6,6,0,127.6,138
1783441944,5394,4,viewer,Syncing,0,6,6,0,0.6,51
1783441944,5394,5,viewer,Syncing,2,6,6,0,5.0,233
1783441974,5424,0,master,OutOfSync,100,6,6,0,8.4,89
1783441974,5424,1,master,Syncing,5,6,6,0,4.3,212
1783441974,5424,2,master,Syncing,0,6,6,0,0.8,58
1783441974,5424,3,viewer,Syncing,71,6,6,0,110.2,139
1783441974,5424,4,viewer,Syncing,0,6,6,0,0.7,51
1783441974,5424,5,viewer,Syncing,2,6,6,0,5.8,233
